COMPLIANCE DATE,REGISTRATION,TRACKED BY,MODEL,SERIAL NUMBER,TASK DESCRIPTION,ATA CODE,MFG.CODE,ITEM NUMBER,PART NUMBER REMOVED,SERIAL NUMBER REMOVED,REMOVAL REASON,ACCUMULATED MONTHS,ACCUMULATED HOURS,ACCUMULATED LANDINGS,ACCUMULATED CYCLES,PART NUMBER INSTALLED,SERIAL NUMBER INSTALLED,INSTALLED STATUS,MSN AT INSTALL,TSN AT INSTALL,LSN AT INSTALL,CSN AT INSTALL,MSO AT INSTALL,TSO AT INSTALL,LSO AT INSTALL,CSO AT INSTALL
03/19/2026,N291HC,Hoist 1,3G2591V01532,40336,"RESCUE HOIST CABLE CUTTER CARTRIDGE LIFE LIMIT
FROM DATE OF MANUFACTURE",25,DT 03,1,42315-281,1Q2021,[S] Scheduled,10,30.10,,835.00,42315-281,17955,[N] New,0,0.00,,0.00,,,,
04/21/2025,N291HC,Hoist 1,3G2591V01532,40336,"RESCUE HOIST CABLE CUTTER CARTRIDGE LIFE LIMIT
FROM DATE OF MANUFACTURE",25,DT 03,1,No Part Removed,,,,,,,42315-281,1Q2021,[S] Serviceable,45,35.20,,684.00,18,35.20,,684.00
04/17/2025,N291HC,Hoist 1,3G2591V01532,40336,"RESCUE HOIST CABLE CUTTER CARTRIDGE LIFE LIMIT
FROM DATE OF MANUFACTURE",25,DT 03,1,42315-281,N/A,[U] Unscheduled,0,,,,No Part Installed,,,,,,,,,,
04/17/2025,N291HC,Hoist 1,3G2591V01532,40336,"RESCUE HOIST CABLE CUTTER CARTRIDGE LIFE LIMIT
FROM DATE OF MANUFACTURE",25,DT 03,1,,,[U] Unscheduled,,,,,42315-281,N/A,,0,,,,0,,,
03/17/2026,N281HC,Airframe,A109SP,22310,(RII) BATTERY (REMOVAL NECESSARY) - DO RECONDITIONING SERVICE - SPECIAL INSPECTION [24-01],24,01[22],106,33181-004,11203197,[S] Scheduled,11,437.20,1359,,33181-004,12401858,[N] New,0,0.00,0,,,,,
04/16/2025,N281HC,Airframe,A109SP,22310,RII      BATTERY (REMOVAL NECESSARY) - DO RECONDITIONING SERVICE - SPECIAL INSPECTION [24-01],24,01[22],106,33181-004,12300978,[S] Scheduled,12,476.90,1588,,33181-004,11203197,[I] Inspected,11,399.20,1025,,11,399.20,1025,
04/16/2024,N281HC,Airframe,A109SP,22310,RII      BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-004,11300553,[N] Other ( See Notes ),12,452.50,1262,,33181-004,12300978,[N] New,0,0.00,,,,,,
04/15/2023,N281HC,Airframe,AGUSTA A109SP,22310,RII      BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-004,11202606,DISCHARGED,1,46.80,169,,33181-004,11300553,[S] Serviceable,,,,,,,,
03/02/2023,N281HC,Airframe,AGUSTA A109SP,22310,RII      BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-004,11400448,[S] Scheduled,10,460.60,1533,,33181-004,11202606,[I] Inspected,13,384.50,974,,13,384.50,974,
04/21/2022,N281HC,Airframe,AGUSTA A109SP,22310,RII      BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-004,12100388,[S] Scheduled,5,322.10,1052,,33181-004,11400448,[I] Inspected,13,787.70,3238,,13,787.70,3238,
11/12/2021,N281HC,Airframe,AGUSTA A109SP,22310,RII      BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,No Part Removed,,,,,,,33181-004,12100388,[S] Serviceable,6,341.10,851,,6,341.10,851,
11/10/2021,N281HC,Airframe,AGUSTA A109SP,22310,RII      BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-001,11202606,[C] Convenience,3,219.40,707,,No Part Installed,,,,,,,,,,
07/25/2021,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-001,11203197,TROUBLESHOOTING,6,369.30,1115,,33181-001,11202606,[I] Inspected,0,0.00,0,,0,0.00,0,
01/12/2021,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-001,11203197,[S] Scheduled,12,699.50,2150,,33181-001,11203197,[I] Inspected,,,,,,,,
01/07/2020,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-001,11300553,[S] Scheduled,12,601.00,2516,,33181-001,11203197,[I] Inspected,,,,,0,0.00,0,
01/06/2019,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-001,11201635,[F] Failed,7,344.50,915,,33181-001,11300553,[S] Serviceable,,,,,,,,
06/04/2018,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,32181,11201635,[S] Scheduled,0,0.00,0,,33181-001,11201635,[I] Inspected,,,,,,,,
06/04/2018,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-001,11203197,[S] Scheduled,11,512.10,1758,,32181,11201635,[I] Inspected,,,,,,,,
06/06/2017,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-001,11300553,[S] Scheduled,2,111.10,258,,33181-001,11203197,[N] New,,,,,,,,
03/20/2017,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-001,11400448,[U] Unscheduled,7,302.20,1285,,33181-001,11300553,[I] Inspected,,,,,,,,
07/25/2016,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-001,11201635,DISCHARGED,2,62.70,451,,33181-001,11400448,[R] Repaired,,,,,,,,
05/25/2016,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],106,33181-001,11201635,[S] Scheduled,6,268.40,,,33181-001,11201635,[I] Inspected,,,,,,,,
10/29/2015,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,24-01 [22],106,33181-001,10901578,[S] Scheduled,11,442.90,,,33181-001,11201635,[I] Inspected,,,,,,,,
11/04/2014,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,24-01 [22],106,33181-001,10901578,[S] Scheduled,4,195.60,652,,33181-001,11201635,[I] Inspected,,,,,,,,
06/17/2014,N281HC,Airframe,AGUSTA A109SP,22310,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,24-01 [22],106,,,,,,,,,,,0,0.00,0,0.00,0,0.00,0,0.00
03/17/2026,N281HC,Airframe,A109SP,22310,(RII) MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,2304,[S] Scheduled,21,838.60,2720,,109-0112-39-105,1059,[R] Repaired,,1768.95,,,,609.60,,
06/08/2024,N281HC,Airframe,A109SP,22310,RII      MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,0980,[N] Other ( See Notes ),0,3.00,6,,109-0112-39-105,2304,[S] Serviceable,24,2608.40,,,24,318.90,,
06/07/2024,N281HC,Airframe,A109SP,22310,RII      MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,MCR03877,LEAKING,17,649.50,1931,,109-0112-39-105,0980,[O] Overhauled,,1551.70,,,,0.00,,
12/24/2022,N281HC,Airframe,A109SP,22310,RII      MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,MCR2744,LEAKING,13,705.00,2306,,109-0112-39-105,MCR03877,[R] Repaired,,,,,,116.20,,
11/07/2021,N281HC,Airframe,AGUSTA A109SP,22310,RII      MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,0905,[S] Scheduled,14,847.20,2636,,109-0112-39-105,MCR2744,[O] Overhauled,,,,,,0.00,,
08/29/2020,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,2460,[S] Scheduled,4,270.30,831,,109-0112-39-105,0905,[R] Repaired,,559.44,,,,232.57,,
04/10/2020,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,MCR2763,LEAKING,1,65.80,181,,109-0112-39-105,2460,[S] Serviceable,,2102.80,,,,920.00,,
03/03/2020,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,MCR3428,LEAKING,4,203.80,637,,109-0112-39-105,MCR2763,[R] Repaired,,397.60,,,,0.00,,
10/31/2019,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,1191,LEAKING,12,603.60,2203,,109-0112-39-105,MCR3428,[O] Overhauled,0,2094.10,0,,0,0.00,0,
10/17/2018,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,0609,[S] Scheduled,7,342.40,1105,,109-0112-39-105,1191,[O] Overhauled,,645.90,,,,0.00,,
02/28/2018,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,MCR2626,[F] Failed,0,0.60,0,,109-0112-39-105,0609,[R] Repaired,,,,,,832.50,,
02/27/2018,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,MCR2972,[F] Failed,1,45.20,622,,109-0112-39-105,MCR2626,[R] Repaired,,,,,,593.40,,
01/24/2018,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,0438,[F] Failed,28,1147.80,3941,,109-0112-39-105,MCR2972,[R] Repaired,,167.70,,,,0.00,,
09/18/2015,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #3,62,01,394,109-0112-39-105,MCR3426,LEAKING,22,797.10,2723,,109-0112-39-105,0438,[I] Inspected,,799.20,,,,0.00,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS REMOVAL AND SEND TO MANUFACTURER - SPECIAL INSP 62-02 - #3,62,2144.3,394,,,,,,,,109-0112-39-105,MCR3426,,0,0.00,0,0.00,0,0.00,0,0.00
03/17/2026,N281HC,Airframe,A109SP,22310,"(RII) MAIN ROTOR DAMPER FITTING - #4 YELLOW
109-0111-07-117, 109-0111-07-119",62,2102.4,2332,109-0111-07-117,AW5393,[F] Failed,0,29.90,127,,109-0111-07-119,AW893,[N] New,0,0.00,0,,,,,
02/25/2026,N281HC,Airframe,A109SP,22310,"(RII) MAIN ROTOR DAMPER FITTING - #4 YELLOW
109-0111-07-117, 109-0111-07-119",62,2102.4,2332,,,,,,,,109-0111-07-117,AW5393,[OT] Other (See Notes),,,,,,,,
03/17/2026,N281HC,Airframe,A109SP,22310,(RII) PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-05-117,FUC1657,[W] Worn To Limits,11,437.20,1359,,109-0130-05-117,FUC1661,[N] New,0,0.00,0,,,,,
04/15/2025,N281HC,Airframe,A109SP,22310,RII      PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-05-117,FUC1320,[F] Failed,5,188.90,731,,109-0130-05-117,FUC1657,[N] New,0,0.00,0,,,,,
10/31/2024,N281HC,Airframe,A109SP,22310,RII      PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-05-117,FUC0819,[W] Worn To Limits,12,450.70,1338,,109-0130-05-117,FUC1320,[N] New,0,0.00,0,,,,,
10/11/2023,N281HC,Airframe,A109SP,22310,RII      PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-05-117,MOR7054,[F] Failed,20,915.00,2871,,109-0130-05-117,FUC0819,[S] Serviceable,0,16.30,9,,0,16.30,9,
02/09/2022,N281HC,Airframe,AGUSTA A109SP,22310,RII      PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-05-117,MOR7010,[W] Worn To Limits,7,457.20,1483,,109-0130-05-117,MOR7054,[N] New,,,,,,,,
07/08/2021,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-05-117,MOR6808,[W] Worn To Limits,11,685.50,2126,,109-0130-05-117,MOR7010,[N] New,,,,,,,,
07/18/2020,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-117,MOR4042,LOOSE,9,502.60,1513,,109-0130-05-117,MOR6808,[N] New,,0.00,,,,,,
09/25/2019,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-05-117,MOR4399,[W] Worn To Limits,10,540.10,2030,,109-0130-117,MOR4042,[R] Repaired,,,,,,,,
11/08/2018,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-05-117,MO.2419,[W] Worn To Limits,15,692.20,2334,,109-0130-05-117,MOR4399,[N] New,,,,,,,,
07/15/2017,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-05-117,MOR5725,[W] Worn To Limits,1,72.50,215,,109-0130-05-117,MO.2419,[R] Repaired,,,,,,,,
06/10/2017,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-05-117,MO512T,[W] Worn To Limits,9,394.10,1667,,109-0130-05-117,MOR5725,[R] Repaired,,,,,,,,
08/18/2016,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #1,64,0117.1,507,109-0130-05-117,MOR4675,[W] Worn To Limits,33,1183.90,4175,,109-0130-05-117,MO512T,[O] Overhauled,,,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #1,64,0117.1,507,,,,,,,,109-0130-05-117,,,0,0.00,0,0.00,0,0.00,0,0.00
03/17/2026,N281HC,Airframe,A109SP,22310,(RII) PITCH CONTROL ROD ASSY - #2,64,0117.2,508,109-0130-05-117,MO.1598,[W] Worn To Limits,16,626.10,2090,,109-0130-05-117,MOR7136,[R] Repaired,0,0.00,0,,,,,
10/31/2024,N281HC,Airframe,A109SP,22310,RII      PITCH CONTROL ROD ASSY - #2,64,0117.2,508,109-0130-05-117,FUC0820,[W] Worn To Limits,12,450.70,1338,,109-0130-05-117,MO.1598,[R] Repaired,,,,,,,,
10/11/2023,N281HC,Airframe,A109SP,22310,RII      PITCH CONTROL ROD ASSY - #2,64,0117.2,508,109-0130-05-117,MOR7183,[F] Failed,20,915.00,2871,,109-0130-05-117,FUC0820,[S] Serviceable,0,16.30,0,,0,16.30,,
02/09/2022,N281HC,Airframe,AGUSTA A109SP,22310,RII      PITCH CONTROL ROD ASSY - #2,64,0117.2,508,109-0130-05-117,MOR6899,[W] Worn To Limits,7,457.20,1483,,109-0130-05-117,MOR7183,[N] New,0,0.00,0,,,,,
07/08/2021,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #2,64,0117.2,508,109-0130-05-117,MOR6798,[W] Worn To Limits,11,685.50,2126,,109-0130-05-117,MOR6899,[N] New,,,,,,,,
07/18/2020,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #2,64,0117.2,508,109-0130-05-117,MOR5177,LOOSE,9,502.60,1513,,109-0130-05-117,MOR6798,[N] New,,0.00,,,,,,
09/25/2019,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #2,64,0117.2,508,109-0130-05-117,MOR4658,[W] Worn To Limits,10,540.10,2030,,109-0130-05-117,MOR5177,[R] Repaired,,,,,,,,
11/08/2018,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #2,64,0117.2,508,109-0130-05-117,MOR.3913,[W] Worn To Limits,15,691.80,2334,,109-0130-05-117,MOR4658,[N] New,,,,,,,,
07/15/2017,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #2,64,0117.2,508,109-0130-05-117,MOR5726,[W] Worn To Limits,1,72.90,215,,109-0130-05-117,MOR.3913,[R] Repaired,,,,,,,,
06/10/2017,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #2,64,0117.2,508,109-0130-05-117,MO2878,[W] Worn To Limits,9,394.10,1667,,109-0130-05-117,MOR5726,[R] Repaired,,,,,,,,
08/18/2016,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #2,64,0117.2,508,109-0130-05-117,MOR4657,[W] Worn To Limits,33,1183.90,4175,,109-0130-05-117,MO2878,[O] Overhauled,,,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,PITCH CONTROL ROD ASSY - #2,64,0117.2,508,,,,,,,,109-0130-05-117,,,0,0.00,0,0.00,0,0.00,0,0.00
03/17/2026,N281HC,Airframe,A109SP,22310,(RII) TAIL ROTOR SLEEVE ASSY,64,2001,511,109-0130-90-121,MMA0305,[W] Worn To Limits,20,825.10,2684,,109-0130-90-121,PZ1793,[N] New,0,0.00,0,,,,,
06/18/2024,N281HC,Airframe,A109SP,22310,RII      TAIL ROTOR SLEEVE ASSY,65,2001,511,109-0130-90-121,MMA0332,[F] Failed,6,203.40,577,,109-0130-90-121,MMA0305,[N] New,0,0.00,0,,,,,
12/13/2023,N281HC,Airframe,A109SP,22310,RII      TAIL ROTOR SLEEVE ASSY,65,2001,511,109-0130-90-121,unk,[W] Worn To Limits,121,5491.40,18581,,109-0130-90-121,MMA0332,[N] New,0,0.00,0,,,,,
11/01/2013,N281HC,Airframe,A109SP,22310,TAIL ROTOR SLEEVE ASSY,65,2001,511,,,,,,,,109-0130-90-121,unk,,,,,0.00,,,,0.00
03/17/2026,N281HC,Airframe,A109SP,22310,(RII) PITCH CHANGE SLIDER ASSY,64,2002,512,109-0130-91-119,MMA0060M,[W] Worn To Limits,2,125.10,454,,109-0130-91-119,PZ847,[N] New,0,0.00,0,,,,,
12/19/2025,N281HC,Airframe,A109SP,22310,RII      PITCH CHANGE SLIDER ASSY,65,2002,512,109-0130-91-119,MMA0160,[W] Worn To Limits,8,312.10,905,,109-0130-91-119,MMA0060M,[I] Inspected,,,,,,,,
04/14/2025,N281HC,Airframe,A109SP,22310,RII      PITCH CHANGE SLIDER ASSY,65,2002,512,109-0130-91-119,MMA0129,[F] Failed,137,6082.70,20483,,109-0130-91-119,MMA0160,[N] New,0,0.00,0,,,,,
11/01/2013,N281HC,Airframe,A109SP,22310,PITCH CHANGE SLIDER ASSY,65,2002,512,109-0130-91-119,Unk,,,,,,109-0130-91-119,MMA0129,,,,,0.00,,,,0.00
03/17/2026,N281HC,Airframe,A109SP,22310,(RII)  FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,109-0130-43-115,MO.557,[W] Worn To Limits,5,199.60,718,,109-0130-43-115,PZ339,[R] Repaired,,198.30,,,,,,
09/19/2025,N281HC,Airframe,A109SP,22310,RII      FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,109-0130-43-115,MOR2451,[W] Worn To Limits,5,237.60,641,,109-0130-43-115,MO.557,[R] Repaired,,1841.70,,,,,,
04/14/2025,N281HC,Airframe,A109SP,22310,RII      FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,109-0130-43-115,MOR2908,[F] Failed,9,387.90,1325,,109-0130-43-115,MOR2451,[R] Repaired,,823.70,2321,,,,,
06/18/2024,N281HC,Airframe,A109SP,22310,RII      FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,109-0130-43-115,MOR2743,[F] Failed,19,761.10,2274,,109-0130-43-115,MOR2908,[R] Repaired,,783.90,1999,,,,,
11/02/2022,N281HC,Airframe,AGUSTA A109SP,22310,RII      FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,109-0130-43-115,MMA0224,[W] Worn To Limits,3,201.60,657,,109-0130-43-115,MOR2743,[N] New,,410.80,1775,,,,,
07/07/2022,N281HC,Airframe,AGUSTA A109SP,22310,RII      FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,109-0130-43-115,MOR2629,[W] Worn To Limits,7,408.30,1348,,109-0130-43-115,MMA0224,[N] New,0,0.00,0,,,,,
11/12/2021,N281HC,Airframe,AGUSTA A109SP,22310,RII      FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,109-0130-43-115,MOR2837,WORN,6,399.80,1268,,109-0130-43-115,MOR2629,[R] Repaired,,783.50,,,,,,
04/22/2021,N281HC,Airframe,AGUSTA A109SP,22310,FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,109-0130-43-115,MOR2629,[W] Worn To Limits,13,783.50,2380,,109-0130-43-115,MOR2837,[N] New,0,0.00,0,,0,0.00,0,
03/06/2020,N281HC,Airframe,AGUSTA A109SP,22310,FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,109-0130-43-115,Mor1583,[W] Worn To Limits,15,797.80,2840,,109-0130-43-115,MOR2629,[N] New,,0.00,,,,,,
11/10/2018,N281HC,Airframe,AGUSTA A109SP,22310,FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,109-0130-43-115,MOR1423,[F] Failed,0,0.00,0,,109-0130-43-115,Mor1583,[R] Repaired,,564.90,,,,,,
11/08/2018,N281HC,Airframe,AGUSTA A109SP,22310,FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,109-0130-43-115,MOR1423,WORN,60,2342.70,8391,,109-0130-43-115,MOR1583,[R] Repaired,,564.90,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,FORKED LEVER ASSEMBLY - RETIREMENT,64,RL64-16,496,,,,,,,,109-0130-43-115,MOR1423,,0,0.00,0,0.00,0,0.00,0,0.00
03/17/2026,N631HC,Airframe,A109SP,22349,AUTO PILOT CONTROL PANEL,22,1009,1926,No Part Removed,,,,,,,109-0770V15-101,4930,[N] New,0,0.00,0,,,,,
03/13/2026,N631HC,Airframe,A109SP,22349,AUTO PILOT CONTROL PANEL,22,1009,1926,109-0770V15-101,4918,[N] Other ( See Notes ),0,0.00,0,,No Part Installed,,,,,,,,,,
03/10/2026,N631HC,Airframe,A109SP,22349,AUTO PILOT CONTROL PANEL,22,1009,1926,No Part Removed,,,,,,,109-0770V15-101,4918,[S] Serviceable,14,490.80,1882,,14,490.80,1882,
03/06/2026,N631HC,Airframe,A109SP,22349,AUTO PILOT CONTROL PANEL,22,1009,1926,109-0770V15-101,4310,[N] Other ( See Notes ),118,,,,No Part Installed,,,,,,,,,,
04/27/2016,N631HC,Airframe,A109SP,22349,AUTO PILOT CONTROL PANEL,22,1009,1926,,,,,,,,109-0770V15-101,4310,[I] Inspected,,,,,,,,
03/16/2026,N281HC,Airframe,A109SP,22310,(RII) MAIN ROTOR DAMPERS OVERHAUL - #2,62,01,393,109-0112-39-105,2134,[F] Failed,26,1028.50,3261,,109-0112-39-105,0325,[O] Overhauled,,2396.20,,,,0.00,,
12/17/2023,N281HC,Airframe,A109SP,22310,RII      MAIN ROTOR DAMPERS OVERHAUL - #2,62,01,393,109-0112-39-105,0228,[S] Scheduled,25,1167.60,3702,,109-0112-39-105,2134,[O] Overhauled,,1129.30,,,,0.00,,
11/07/2021,N281HC,Airframe,A109SP,22310,RII      MAIN ROTOR DAMPERS OVERHAUL - #2,62,01,393,109-0112-39-105,2354,LEAKING,12,715.70,2234,,109-0112-39-105,0228,[O] Overhauled,,,,,,0.00,,
11/01/2020,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #2,62,01,393,109-0112-39-105,0902,[S] Scheduled,6,401.80,1233,,109-0112-39-105,2354,[O] Overhauled,0,1172.00,0,,0,0.00,0,
04/10/2020,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #2,62,01,393,109-0112-39-105,1010,LEAKING,11,556.90,2018,,109-0112-39-105,0902,[S] Serviceable,,1847.70,,,,787.10,,
04/24/2019,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #2,62,01,393,109-0112-39-105,2224,[S] Scheduled,14,659.30,2730,,109-0112-39-105,1010,[R] Repaired,,679.05,,,,406.30,,
02/16/2018,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #2,62,01,393,109-0112-39-105,MCR2855,LEAKING,3,166.60,0,,109-0112-39-105,2224,[R] Repaired,,,,,,534.40,,
10/28/2017,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #2,62,01,393,109-0112-39-105,0609,LEAKING,5,260.50,946,,109-0112-39-105,MCR2855,[R] Repaired,,696.49,,,,696.49,,
05/23/2017,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #2,62,01,393,109-0112-39-105,0717,LEAKING,20,765.90,2995,,109-0112-39-105,0609,[R] Repaired,,,,,,572.60,,
09/18/2015,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #2,62,01,393,109-0112-39-105,MCR3371,LEAKING,22,797.10,2723,,109-0112-39-105,0717,[I] Inspected,,551.60,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS REMOVAL AND SEND TO MANUFACTURER - SPECIAL INSP 62-02 - #2,62,2144.2,393,,,,,,,,109-0112-39-105,MCR3371,,0,0.00,0,0.00,0,0.00,0,0.00
03/16/2026,N281HC,Airframe,A109SP,22310,"(RII) MAIN ROTOR DAMPER FITTING - #1 RED
109-0111-07-117, 109-0111-07-119",62,2102.1,2329,109-0111-07-117,AW3661,[F] Failed,0,29.90,127,,109-0111-07-119,AW1762,[N] New,0,0.00,0,,,,,
02/25/2026,N281HC,Airframe,A109SP,22310,"(RII) MAIN ROTOR DAMPER FITTING - #1 RED
109-0111-07-117, 109-0111-07-119",62,2102.1,2329,,,,,,,,109-0111-07-117,AW3661,[OT] Other (See Notes),,,,,,,,
03/16/2026,N281HC,Airframe,A109SP,22310,(RII) ROTATING SCISSOR ASSY,62,3100,2274,109-0134-21-103,"CCB0521, CCB0162, CCB1121",[F] Failed,5,199.60,718,,109-0134-21-103,"CCC0083, CCC0141, CCB1036",[N] New,,,,,,,,
